#Global results summary (2806 files)
#The most constraining analysis corresponds to the one with largest observed r.
#The most senstive (ATLAS/CMS) analysis corresponds to the one with largest expected r from those analyses for which this information is available.
#filename                                                 MostConstrainingAnalysis  r_max     r_exp     MostSensitive(ATLAS)  r(ATLAS)  r_exp(ATLAS)  MostSensitive(CMS)  r(CMS)    r_exp(CMS)
IDM_mhc_1000_mn1_0.12589_dm_5_la2_0.01_laL_0.01_.slha     ATLAS-SUSY-2016-32        0.0254    0.0254    ATLAS-SUSY-2016-32    0.0254    0.0254        N/A                 -1        -1        
IDM_mhc_1000_mn1_0.15848_dm_5_la2_0.01_laL_0.01_.slha     ATLAS-SUSY-2016-32        0.0256    0.0256    ATLAS-SUSY-2016-32    0.0256    0.0256        N/A                 -1        -1        
IDM_mhc_1000_mn1_0.19952_dm_5_la2_0.01_laL_0.01_.slha     ATLAS-SUSY-2016-32        0.0257    0.0257    ATLAS-SUSY-2016-32    0.0257    0.0257        N/A                 -1        -1        
IDM_mhc_1000_mn1_0.1_dm_5_la2_0.01_laL_0.01_.slha         ATLAS-SUSY-2016-32        0.0253    0.0253    ATLAS-SUSY-2016-32    0.0253    0.0253        N/A                 -1        -1        
IDM_mhc_1000_mn1_0.25118_dm_5_la2_0.01_laL_0.01_.slha     ATLAS-SUSY-2016-32        0.0259    0.0259    ATLAS-SUSY-2016-32    0.0259    0.0259        N/A                 -1        -1        
IDM_mhc_1000_mn1_0.31622_dm_5_la2_0.01_laL_0.01_.slha     ATLAS-SUSY-2016-32        0.026     0.026     ATLAS-SUSY-2016-32    0.026     0.026         N/A                 -1        -1        
IDM_mhc_1000_mn1_0.3981_dm_5_la2_0.01_laL_0.01_.slha      ATLAS-SUSY-2016-32        0.0262    0.0262    ATLAS-SUSY-2016-32    0.0262    0.0262        N/A                 -1        -1        
IDM_mhc_1000_mn1_0.50118_dm_5_la2_0.01_laL_0.01_.slha     ATLAS-SUSY-2016-32        0.0263    0.0263    ATLAS-SUSY-2016-32    0.0263    0.0263        N/A                 -1        -1        
IDM_mhc_1000_mn1_0.63095_dm_5_la2_0.01_laL_0.01_.slha     ATLAS-SUSY-2016-32        0.0265    0.0265    ATLAS-SUSY-2016-32    0.0265    0.0265        N/A                 -1        -1        
IDM_mhc_1000_mn1_0.79432_dm_5_la2_0.01_laL_0.01_.slha     ATLAS-SUSY-2016-32        0.0267    0.0267    ATLAS-SUSY-2016-32    0.0267    0.0267        N/A                 -1        -1        
IDM_mhc_1000_mn1_1.0_dm_5_la2_0.01_laL_0.01_.slha         ATLAS-SUSY-2016-32        0.0268    0.0268    ATLAS-SUSY-2016-32    0.0268    0.0268        N/A                 -1        -1        
IDM_mhc_1000_mn1_1.2589e-05_dm_5_la2_0.01_laL_0.01_.slha  ATLAS-SUSY-2016-32        1.44e-09  1.44e-09  ATLAS-SUSY-2016-32    1.44e-09  1.44e-09      N/A                 -1        -1        
IDM_mhc_1000_mn1_1.2589e-06_dm_5_la2_0.01_laL_0.01_.slha  ATLAS-SUSY-2016-32        1.55e-09  1.55e-09  ATLAS-SUSY-2016-32    1.55e-09  1.55e-09      N/A                 -1        -1        
IDM_mhc_1000_mn1_1.5848e-05_dm_5_la2_0.01_laL_0.01_.slha  ATLAS-SUSY-2016-32        1.45e-09  1.45e-09  ATLAS-SUSY-2016-32    1.45e-09  1.45e-09      N/A                 -1        -1        
IDM_mhc_1000_mn1_1.5848e-06_dm_5_la2_0.01_laL_0.01_.slha  ATLAS-SUSY-2016-32        1.52e-09  1.52e-09  ATLAS-SUSY-2016-32    1.52e-09  1.52e-09      N/A                 -1        -1        
IDM_mhc_1000_mn1_1.9952e-05_dm_5_la2_0.01_laL_0.01_.slha  ATLAS-SUSY-2016-32        1.45e-09  1.45e-09  ATLAS-SUSY-2016-32    1.45e-09  1.45e-09      N/A                 -1        -1        
IDM_mhc_1000_mn1_1.9952e-06_dm_5_la2_0.01_laL_0.01_.slha  ATLAS-SUSY-2016-32        1.49e-09  1.49e-09  ATLAS-SUSY-2016-32    1.49e-09  1.49e-09      N/A                 -1        -1        
IDM_mhc_1000_mn1_1e-05_dm_5_la2_0.01_laL_0.01_.slha       ATLAS-SUSY-2016-32        1.44e-09  1.44e-09  ATLAS-SUSY-2016-32    1.44e-09  1.44e-09      N/A                 -1        -1        
IDM_mhc_1000_mn1_1e-06_dm_5_la2_0.01_laL_0.01_.slha       ATLAS-SUSY-2016-32        1.59e-09  1.59e-09  ATLAS-SUSY-2016-32    1.59e-09  1.59e-09      N/A                 -1        -1        
IDM_mhc_1000_mn1_2.5118e-05_dm_5_la2_0.01_laL_0.01_.slha  ATLAS-SUSY-2016-32        1.45e-09  1.45e-09  ATLAS-SUSY-2016-32    1.45e-09  1.45e-09      N/A                 -1        -1        
IDM_mhc_1000_mn1_2.5118e-06_dm_5_la2_0.01_laL_0.01_.slha  ATLAS-SUSY-2016-32        1.48e-09  1.48e-09  ATLAS-SUSY-2016-32    1.48e-09  1.48e-09      N/A                 -1        -1        
IDM_mhc_1000_mn1_3.1622e-05_dm_5_la2_0.01_laL_0.01_.slha  ATLAS-SUSY-2016-32        1.46e-09  1.46e-09  ATLAS-SUSY-2016-32    1.46e-09  1.46e-09      N/A                 -1        -1        
IDM_mhc_1000_mn1_3.1622e-06_dm_5_la2_0.01_laL_0.01_.slha  ATLAS-SUSY-2016-32        1.46e-09  1.46e-09  ATLAS-SUSY-2016-32    1.46e-09  1.46e-09      N/A                 -1        -1        
IDM_mhc_1000_mn1_3.981e-05_dm_5_la2_0.01_laL_0.01_.slha   ATLAS-SUSY-2016-32        1.46e-09  1.46e-09  ATLAS-SUSY-2016-32    1.46e-09  1.46e-09      N/A                 -1        -1        
IDM_mhc_1000_mn1_3.981e-06_dm_5_la2_0.01_laL_0.01_.slha   ATLAS-SUSY-2016-32        1.45e-09  1.45e-09  ATLAS-SUSY-2016-32    1.45e-09  1.45e-09      N/A                 -1        -1        
IDM_mhc_1000_mn1_5.0118e-05_dm_5_la2_0.01_laL_0.01_.slha  ATLAS-SUSY-2016-32        1.47e-09  1.47e-09  ATLAS-SUSY-2016-32    1.47e-09  1.47e-09      N/A                 -1        -1        
IDM_mhc_1000_mn1_5.0118e-06_dm_5_la2_0.01_laL_0.01_.slha  ATLAS-SUSY-2016-32        1.45e-09  1.45e-09  ATLAS-SUSY-2016-32    1.45e-09  1.45e-09      N/A                 -1        -1        
IDM_mhc_1000_mn1_6.3095e-05_dm_5_la2_0.01_laL_0.01_.slha  ATLAS-SUSY-2016-32        1.48e-09  1.48e-09  ATLAS-SUSY-2016-32    1.48e-09  1.48e-09      N/A                 -1        -1        
IDM_mhc_1000_mn1_6.3095e-06_dm_5_la2_0.01_laL_0.01_.slha  ATLAS-SUSY-2016-32        1.44e-09  1.44e-09  ATLAS-SUSY-2016-32    1.44e-09  1.44e-09      N/A                 -1        -1        
IDM_mhc_1000_mn1_7.9432e-05_dm_5_la2_0.01_laL_0.01_.slha  ATLAS-SUSY-2016-32        1.48e-09  1.48e-09  ATLAS-SUSY-2016-32    1.48e-09  1.48e-09      N/A                 -1        -1        
IDM_mhc_1000_mn1_7.9432e-06_dm_5_la2_0.01_laL_0.01_.slha  ATLAS-SUSY-2016-32        1.44e-09  1.44e-09  ATLAS-SUSY-2016-32    1.44e-09  1.44e-09      N/A                 -1        -1        
IDM_mhc_100_mn1_0.00012589_dm_5_la2_0.01_laL_0.01_.slha   CMS-EXO-13-006            98.6      92.2      N/A                   -1        -1            CMS-EXO-13-006      98.6      92.2      
IDM_mhc_100_mn1_0.00015848_dm_5_la2_0.01_laL_0.01_.slha   CMS-EXO-13-006            102       95.5      N/A                   -1        -1            CMS-EXO-13-006      102       95.5      
IDM_mhc_100_mn1_0.00019952_dm_5_la2_0.01_laL_0.01_.slha   CMS-EXO-13-006            105       98.2      N/A                   -1        -1            CMS-EXO-13-006      105       98.2      
IDM_mhc_100_mn1_0.0001_dm_5_la2_0.01_laL_0.01_.slha       CMS-EXO-13-006            95.1      89        N/A                   -1        -1            CMS-EXO-13-006      95.1      89        
IDM_mhc_100_mn1_0.00025118_dm_5_la2_0.01_laL_0.01_.slha   CMS-EXO-12-026            106       -1        N/A                   -1        -1            CMS-EXO-13-006      105       98.2      
IDM_mhc_100_mn1_0.00031622_dm_5_la2_0.01_laL_0.01_.slha   CMS-EXO-12-026            108       -1        N/A                   -1        -1            CMS-EXO-13-006      105       98.3      
IDM_mhc_100_mn1_0.0003981_dm_5_la2_0.01_laL_0.01_.slha    CMS-EXO-12-026            110       -1        N/A                   -1        -1            CMS-EXO-13-006      105       98.3      
IDM_mhc_100_mn1_0.00050118_dm_5_la2_0.01_laL_0.01_.slha   CMS-EXO-12-026            111       -1        N/A                   -1        -1            CMS-EXO-13-006      105       98.4      
IDM_mhc_100_mn1_0.00063095_dm_5_la2_0.01_laL_0.01_.slha   CMS-EXO-12-026            112       -1        N/A                   -1        -1            CMS-EXO-13-006      105       98.4      
IDM_mhc_100_mn1_0.00079432_dm_5_la2_0.01_laL_0.01_.slha   CMS-EXO-12-026            113       -1        N/A                   -1        -1            CMS-EXO-13-006      105       98.5      
IDM_mhc_100_mn1_0.0012589_dm_5_la2_0.01_laL_0.01_.slha    CMS-EXO-12-026            115       -1        N/A                   -1        -1            CMS-EXO-13-006      105       98.6      
IDM_mhc_100_mn1_0.0015848_dm_5_la2_0.01_laL_0.01_.slha    CMS-EXO-12-026            115       -1        N/A                   -1        -1            CMS-EXO-13-006      105       98.6      
IDM_mhc_100_mn1_0.0019952_dm_5_la2_0.01_laL_0.01_.slha    CMS-EXO-12-026            115       -1        N/A                   -1        -1            CMS-EXO-13-006      105       98.7      
IDM_mhc_100_mn1_0.001_dm_5_la2_0.01_laL_0.01_.slha        CMS-EXO-12-026            114       -1        N/A                   -1        -1            CMS-EXO-13-006      105       98.5      
IDM_mhc_100_mn1_0.0025118_dm_5_la2_0.01_laL_0.01_.slha    CMS-EXO-12-026            116       -1        N/A                   -1        -1            CMS-EXO-13-006      105       98.7      
IDM_mhc_100_mn1_0.0031622_dm_5_la2_0.01_laL_0.01_.slha    CMS-EXO-12-026            116       -1        N/A                   -1        -1            CMS-EXO-13-006      106       98.8      
IDM_mhc_100_mn1_0.003981_dm_5_la2_0.01_laL_0.01_.slha     CMS-EXO-12-026            116       -1        N/A                   -1        -1            CMS-EXO-13-006      106       98.8      
IDM_mhc_100_mn1_0.0050118_dm_5_la2_0.01_laL_0.01_.slha    CMS-EXO-12-026            116       -1        N/A                   -1        -1            CMS-EXO-13-006      106       98.9      
IDM_mhc_100_mn1_0.0063095_dm_5_la2_0.01_laL_0.01_.slha    CMS-EXO-12-026            116       -1        N/A                   -1        -1            CMS-EXO-13-006      106       98.9      
IDM_mhc_100_mn1_0.0079432_dm_5_la2_0.01_laL_0.01_.slha    CMS-EXO-12-026            117       -1        N/A                   -1        -1            CMS-EXO-13-006      106       99        
IDM_mhc_100_mn1_0.012589_dm_5_la2_0.01_laL_0.01_.slha     CMS-EXO-12-026            117       -1        N/A                   -1        -1            CMS-EXO-13-006      106       99.1      
IDM_mhc_100_mn1_0.015848_dm_5_la2_0.01_laL_0.01_.slha     CMS-EXO-12-026            117       -1        N/A                   -1        -1            CMS-EXO-13-006      106       99.1      
IDM_mhc_100_mn1_0.019952_dm_5_la2_0.01_laL_0.01_.slha     CMS-EXO-12-026            117       -1        N/A                   -1        -1            CMS-EXO-13-006      106       99.2      
IDM_mhc_100_mn1_0.01_dm_5_la2_0.01_laL_0.01_.slha         CMS-EXO-12-026            117       -1        N/A                   -1        -1            CMS-EXO-13-006      106       99        
IDM_mhc_100_mn1_0.025118_dm_5_la2_0.01_laL_0.01_.slha     CMS-EXO-12-026            117       -1        N/A                   -1        -1            CMS-EXO-13-006      106       99.2      
IDM_mhc_100_mn1_0.031622_dm_5_la2_0.01_laL_0.01_.slha     CMS-EXO-12-026            117       -1        N/A                   -1        -1            CMS-EXO-13-006      106       99.3      
IDM_mhc_100_mn1_0.03981_dm_5_la2_0.01_laL_0.01_.slha      CMS-EXO-12-026            117       -1        N/A                   -1        -1            CMS-EXO-13-006      106       99.3      
IDM_mhc_100_mn1_0.050118_dm_5_la2_0.01_laL_0.01_.slha     CMS-EXO-12-026            117       -1        N/A                   -1        -1            CMS-EXO-13-006      106       99.4      
IDM_mhc_100_mn1_0.063095_dm_5_la2_0.01_laL_0.01_.slha     CMS-EXO-12-026            117       -1        N/A                   -1        -1            CMS-EXO-13-006      106       99.4      
IDM_mhc_100_mn1_0.079432_dm_5_la2_0.01_laL_0.01_.slha     CMS-EXO-12-026            117       -1        N/A                   -1        -1            CMS-EXO-13-006      106       99.5      
IDM_mhc_100_mn1_0.12589_dm_5_la2_0.01_laL_0.01_.slha      CMS-EXO-12-026            117       -1        N/A                   -1        -1            CMS-EXO-13-006      106       99.6      
IDM_mhc_100_mn1_0.15848_dm_5_la2_0.01_laL_0.01_.slha      CMS-EXO-12-026            117       -1        N/A                   -1        -1            CMS-EXO-13-006      106       99.6      
IDM_mhc_100_mn1_0.19952_dm_5_la2_0.01_laL_0.01_.slha      CMS-EXO-12-026            117       -1        N/A                   -1        -1            CMS-EXO-13-006      107       99.7      
IDM_mhc_100_mn1_0.1_dm_5_la2_0.01_laL_0.01_.slha          CMS-EXO-12-026            117       -1        N/A                   -1        -1            CMS-EXO-13-006      106       99.5      
IDM_mhc_100_mn1_0.25118_dm_5_la2_0.01_laL_0.01_.slha      CMS-EXO-12-026            117       -1        N/A                   -1        -1            CMS-EXO-13-006      107       99.7      
IDM_mhc_100_mn1_0.31622_dm_5_la2_0.01_laL_0.01_.slha      CMS-EXO-12-026            117       -1        N/A                   -1        -1            CMS-EXO-13-006      107       99.8      
IDM_mhc_100_mn1_0.3981_dm_5_la2_0.01_laL_0.01_.slha       CMS-EXO-12-026            117       -1        N/A                   -1        -1            CMS-EXO-13-006      107       99.8      
IDM_mhc_100_mn1_0.50118_dm_5_la2_0.01_laL_0.01_.slha      CMS-EXO-12-026            117       -1        N/A                   -1        -1            CMS-EXO-13-006      107       99.9      
IDM_mhc_100_mn1_0.63095_dm_5_la2_0.01_laL_0.01_.slha      CMS-EXO-12-026            117       -1        N/A                   -1        -1            CMS-EXO-13-006      107       99.9      
IDM_mhc_100_mn1_0.79432_dm_5_la2_0.01_laL_0.01_.slha      CMS-EXO-12-026            117       -1        N/A                   -1        -1            CMS-EXO-13-006      107       100       
IDM_mhc_100_mn1_1.0_dm_5_la2_0.01_laL_0.01_.slha          CMS-EXO-12-026            117       -1        N/A                   -1        -1            CMS-EXO-13-006      107       100       
IDM_mhc_100_mn1_1.2589e-05_dm_5_la2_0.01_laL_0.01_.slha   CMS-EXO-13-006            40.7      38.1      N/A                   -1        -1            CMS-EXO-13-006      40.7      38.1      
IDM_mhc_100_mn1_1.2589e-06_dm_5_la2_0.01_laL_0.01_.slha   ATLAS-SUSY-2018-14        204       204       ATLAS-SUSY-2018-14    204       204           CMS-EXO-13-006      0.0239    0.0223    
IDM_mhc_100_mn1_1.5848e-05_dm_5_la2_0.01_laL_0.01_.slha   CMS-EXO-13-006            49.5      46.3      N/A                   -1        -1            CMS-EXO-13-006      49.5      46.3      
IDM_mhc_100_mn1_1.5848e-06_dm_5_la2_0.01_laL_0.01_.slha   ATLAS-SUSY-2018-14        172       172       ATLAS-SUSY-2018-14    172       172           CMS-EXO-13-006      0.0711    0.0665    
IDM_mhc_100_mn1_1.9952e-05_dm_5_la2_0.01_laL_0.01_.slha   CMS-EXO-13-006            58.2      54.5      N/A                   -1        -1            CMS-EXO-13-006      58.2      54.5      
IDM_mhc_100_mn1_1.9952e-06_dm_5_la2_0.01_laL_0.01_.slha   ATLAS-SUSY-2018-14        139       139       ATLAS-SUSY-2018-14    139       139           CMS-EXO-13-006      0.348     0.325     
IDM_mhc_100_mn1_1e-05_dm_5_la2_0.01_laL_0.01_.slha        CMS-EXO-13-006            32        29.9      N/A                   -1        -1            CMS-EXO-13-006      32        29.9      
IDM_mhc_100_mn1_1e-06_dm_5_la2_0.01_laL_0.01_.slha        ATLAS-SUSY-2018-14        237       237       ATLAS-SUSY-2018-14    237       237           CMS-EXO-13-006      0.00209   0.00196   
IDM_mhc_100_mn1_2.5118e-05_dm_5_la2_0.01_laL_0.01_.slha   CMS-EXO-13-006            66.9      62.6      N/A                   -1        -1            CMS-EXO-13-006      66.9      62.6      
IDM_mhc_100_mn1_2.5118e-06_dm_5_la2_0.01_laL_0.01_.slha   ATLAS-SUSY-2018-14        107       107       ATLAS-SUSY-2018-14    107       107           CMS-EXO-13-006      1.06      0.993     
IDM_mhc_100_mn1_3.1622e-05_dm_5_la2_0.01_laL_0.01_.slha   CMS-EXO-13-006            75.7      70.8      N/A                   -1        -1            CMS-EXO-13-006      75.7      70.8      
IDM_mhc_100_mn1_3.1622e-06_dm_5_la2_0.01_laL_0.01_.slha   ATLAS-SUSY-2018-14        74.4      74.4      ATLAS-SUSY-2018-14    74.4      74.4          CMS-EXO-13-006      2.42      2.26      
IDM_mhc_100_mn1_3.981e-05_dm_5_la2_0.01_laL_0.01_.slha    CMS-EXO-13-006            81        75.8      N/A                   -1        -1            CMS-EXO-13-006      81        75.8      
IDM_mhc_100_mn1_3.981e-06_dm_5_la2_0.01_laL_0.01_.slha    ATLAS-SUSY-2018-14        42        42        ATLAS-SUSY-2018-14    42        42            CMS-EXO-13-006      5.33      4.99      
IDM_mhc_100_mn1_5.0118e-05_dm_5_la2_0.01_laL_0.01_.slha   CMS-EXO-13-006            84.6      79.1      N/A                   -1        -1            CMS-EXO-13-006      84.6      79.1      
IDM_mhc_100_mn1_5.0118e-06_dm_5_la2_0.01_laL_0.01_.slha   ATLAS-SUSY-2018-14        9.54      9.54      ATLAS-SUSY-2018-14    9.54      9.54          CMS-EXO-13-006      9.12      8.53      
IDM_mhc_100_mn1_6.3095e-05_dm_5_la2_0.01_laL_0.01_.slha   CMS-EXO-13-006            88.1      82.4      N/A                   -1        -1            CMS-EXO-13-006      88.1      82.4      
IDM_mhc_100_mn1_6.3095e-06_dm_5_la2_0.01_laL_0.01_.slha   CMS-EXO-13-006            15.9      14.9      N/A                   -1        -1            CMS-EXO-13-006      15.9      14.9      
IDM_mhc_100_mn1_7.9432e-05_dm_5_la2_0.01_laL_0.01_.slha   CMS-EXO-13-006            91.6      85.7      N/A                   -1        -1            CMS-EXO-13-006      91.6      85.7      
IDM_mhc_100_mn1_7.9432e-06_dm_5_la2_0.01_laL_0.01_.slha   CMS-EXO-13-006            23.2      21.7      N/A                   -1        -1            CMS-EXO-13-006      23.2      21.7      
IDM_mhc_120_mn1_0.00012589_dm_5_la2_0.01_laL_0.01_.slha   CMS-EXO-13-006            64.2      60.1      ATLAS-SUSY-2016-32    7.31e-06  7.31e-06      CMS-EXO-13-006      64.2      60.1      
IDM_mhc_120_mn1_0.00015848_dm_5_la2_0.01_laL_0.01_.slha   CMS-EXO-13-006            66        61.8      ATLAS-SUSY-2016-32    7.31e-06  7.31e-06      CMS-EXO-13-006      66        61.8      
IDM_mhc_120_mn1_0.00019952_dm_5_la2_0.01_laL_0.01_.slha   CMS-EXO-13-006            67.2      62.9      ATLAS-SUSY-2016-32    7.31e-06  7.31e-06      CMS-EXO-13-006      67.2      62.9      
IDM_mhc_120_mn1_0.0001_dm_5_la2_0.01_laL_0.01_.slha       CMS-EXO-13-006            61.1      57.2      ATLAS-SUSY-2016-32    7.31e-06  7.31e-06      CMS-EXO-13-006      61.1      57.2      
IDM_mhc_120_mn1_0.00025118_dm_5_la2_0.01_laL_0.01_.slha   CMS-EXO-13-006            67.7      63.4      ATLAS-SUSY-2016-32    7.31e-06  7.31e-06      CMS-EXO-13-006      67.7      63.4      
IDM_mhc_120_mn1_0.00031622_dm_5_la2_0.01_laL_0.01_.slha   CMS-EXO-13-006            68.3      63.9      ATLAS-SUSY-2016-32    7.31e-06  7.31e-06      CMS-EXO-13-006      68.3      63.9      
IDM_mhc_120_mn1_0.0003981_dm_5_la2_0.01_laL_0.01_.slha    CMS-EXO-13-006            68.8      64.4      ATLAS-SUSY-2016-32    7.31e-06  7.31e-06      CMS-EXO-13-006      68.8      64.4      
IDM_mhc_120_mn1_0.00050118_dm_5_la2_0.01_laL_0.01_.slha   CMS-EXO-13-006            69.3      64.9      ATLAS-SUSY-2016-32    7.31e-06  7.31e-06      CMS-EXO-13-006      69.3      64.9      
IDM_mhc_120_mn1_0.00063095_dm_5_la2_0.01_laL_0.01_.slha   CMS-EXO-13-006            69.9      65.4      ATLAS-SUSY-2016-32    7.31e-06  7.31e-06      CMS-EXO-13-006      69.9      65.4      
IDM_mhc_120_mn1_0.00079432_dm_5_la2_0.01_laL_0.01_.slha   CMS-EXO-13-006            70.4      65.9      ATLAS-SUSY-2016-32    7.31e-06  7.31e-06      CMS-EXO-13-006      70.4      65.9      
